Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
4289.0,idol,idol,5.6,1.47
4290.0,immediate,immediate,5.6,1.67
4291.0,indianapolis,indianapolis,5.6,1.54
4292.0,involving,involving,5.6,1.34
4293.0,layers,layers,5.6,1.31
4294.0,level,level,5.0,0.0
4295.0,links,links,5.6,1.16
4296.0,lisa,lisa,5.6,1.31
4297.0,mouths,mouths,5.6,1.29
4298.0,news,news,5.6,1.55
4299.0,occasional,occasional,5.6,1.44
4300.0,outcome,outcome,5.6,1.14
4301.0,pat,pat,5.6,0.99
4302.0,patent,patent,5.6,1.62
4303.0,perceived,perceived,5.6,1.39
4304.0,pick,pick,5.6,0.97
4305.0,pope,pope,5.6,1.56
4306.0,priest,priest,5.6,1.7
4307.0,pronounced,pronounced,5.6,1.37
4308.0,quotes,quotes,5.6,1.39
4309.0,reaching,reaching,5.6,1.11
4310.0,relatively,relatively,5.6,1.03
4311.0,reminded,reminded,5.6,1.28
4312.0,reynolds,reynolds,5.6,1.09
4313.0,runner,runner,5.6,1.63
4314.0,saying,saying,5.6,0.86
4315.0,seeking,seeking,5.6,1.14
4316.0,specific,specific,5.6,0.97
4317.0,spell,spell,5.6,1.41
4318.0,stand,stand,5.6,1.11
4319.0,suggested,suggested,5.6,1.25
4320.0,title,title,5.6,1.09
4321.0,topics,topics,5.6,0.83
4322.0,trustees,trustees,5.6,1.37
4323.0,twice,twice,5.0,0.0
4324.0,utilities,utilities,5.6,1.7
4325.0,veteran,veteran,6.0,2.0
4326.0,viewed,viewed,5.6,1.21
4327.0,virtually,virtually,5.6,1.05
4328.0,walker,walker,5.6,1.55
4329.0,watchin,watchin,5.6,1.21
4330.0,your,your,5.6,1.03
4331.0,accustomed,accustomed,5.6,1.38
4332.0,deed,deed,5.6,1.56
4333.0,besos,besos,5.59,1.63
4334.0,classroom,classroom,5.59,1.77
4335.0,comparative,comparative,5.59,1.22
4336.0,constituted,constituted,5.59,1.14
4337.0,indicating,indicating,5.59,1.27
4338.0,occurs,occurs,5.59,1.12
4339.0,parallel,parallel,5.59,1.08
4340.0,sentences,sentences,5.59,1.63
4341.0,vita,vita,5.59,1.38
4342.0,habits,habits,5.58,1.49
4343.0,allison,allison,5.58,1.14
4344.0,appeals,appeals,5.58,1.73
4345.0,apps,apps,5.58,1.34
4346.0,arizona,arizona,5.58,1.42
4347.0,attached,attached,5.58,1.46
4348.0,bags,bags,5.58,1.09
4349.0,barack,barack,5.58,2.03
4350.0,bears,bears,5.58,1.82
4351.0,bell,bell,5.58,1.28
4352.0,brand,brand,5.58,1.18
4353.0,broad,broad,5.58,1.11
4354.0,broader,broader,5.58,1.26
4355.0,bulletin,bulletin,5.58,0.88
4356.0,cara,cara,5.58,1.25
4357.0,casey,casey,5.58,1.25
4358.0,cerebral,cerebral,5.58,1.63
4359.0,chew,chew,5.58,1.39
4360.0,circle,circle,5.58,1.21
4361.0,cities,cities,5.58,1.5
4362.0,client,client,5.58,1.18
4363.0,comes,comes,5.58,0.76
4364.0,comment,comment,5.58,1.28
4365.0,consists,consists,5.58,1.36
4366.0,corrected,corrected,5.58,1.67
4367.0,current,current,5.0,0.0
4368.0,danny,danny,5.58,1.01
4369.0,decisions,decisions,5.58,1.42
4370.0,delaware,delaware,5.58,1.05
4371.0,described,described,5.58,1.14
4372.0,did,did,5.58,1.13
4373.0,estimated,estimated,5.58,1.03
4374.0,even,even,5.58,1.2
4375.0,example,example,5.58,1.07
4376.0,executive,executive,5.58,1.67
4377.0,feet,feet,5.58,1.26
4378.0,filling,filling,5.58,1.36
4379.0,finally,finally,5.58,1.43
4380.0,financed,financed,5.58,1.7
4381.0,fingers,fingers,5.58,1.14
4382.0,formed,formed,5.58,1.16
4383.0,front,front,5.58,1.07
4384.0,gran,gran,5.58,1.47
4385.0,hier,hier,5.58,1.11
4386.0,hips,hips,5.58,1.7
4387.0,i've,i've,5.58,1.18
4388.0,ibm,ibm,5.58,1.29
4389.0,identify,identify,5.58,1.36
4390.0,intro,intro,5.58,0.95
4391.0,kennedy,kennedy,5.58,1.43
4392.0,laura,laura,5.58,1.67
4393.0,lay,lay,5.58,1.28
4394.0,lets,lets,5.58,1.01
4395.0,lewis,lewis,5.58,1.18
4396.0,linda,linda,5.58,1.54
4397.0,long-term,long-term,5.58,1.79
4398.0,looked,looked,5.58,1.36
4399.0,lords,lords,5.58,2.14
4400.0,man's,man's,5.58,1.51
4401.0,marie,marie,5.58,1.03
4402.0,massachusetts,massachusetts,5.58,1.33
4403.0,microphone,microphone,5.58,1.21
4404.0,mills,mills,5.58,0.97
4405.0,ministry,ministry,5.58,1.85
4406.0,mumbai,mumbai,5.58,1.73
4407.0,named,named,5.58,0.86
4408.0,navy,navy,5.58,1.51
4409.0,operative,operative,5.58,1.7
4410.0,overnight,overnight,5.58,1.21
4411.0,peep,peep,5.58,1.18
4412.0,pot,pot,5.58,1.53
4413.0,pursuit,pursuit,5.58,1.79
4414.0,rapidly,rapidly,5.58,1.26
4415.0,recorded,recorded,5.58,1.2
4416.0,returning,returning,5.58,1.47
4417.0,rooms,rooms,5.58,0.91
4418.0,seats,seats,5.58,1.34
4419.0,set,set,5.58,1.2
4420.0,shortly,shortly,5.58,1.31
4421.0,shoutout,shoutout,5.58,1.95
4422.0,soho,soho,5.58,1.26
4423.0,solely,solely,5.58,1.34
4424.0,stuff,stuff,5.58,1.5
4425.0,suburban,suburban,5.58,1.53
4426.0,talkin,talkin,5.58,1.94
4427.0,teenage,teenage,5.58,1.83
4428.0,thighs,thighs,5.58,1.76
4429.0,thing,thing,5.58,1.01
4430.0,times,times,5.58,1.2
4431.0,traders,traders,5.58,1.31
4432.0,trending,trending,5.58,1.44
4433.0,tries,tries,5.58,1.26
4434.0,valve,valve,5.58,1.16
4435.0,vermont,vermont,5.58,1.29
4436.0,voters,voters,5.58,1.31
4437.0,waist,waist,5.58,1.37
4438.0,warming,warming,5.58,1.9
4439.0,we'll,we'll,5.58,1.33
4440.0,yang,yang,5.58,1.37
4441.0,declare,declare,5.57,1.35
4442.0,departments,departments,5.57,1.4
4443.0,mathematical,mathematical,5.57,1.85
4444.0,sow,sow,5.57,1.62
4445.0,density,density,5.57,1.2
4446.0,colony,colony,5.56,1.61
4447.0,component,component,5.56,1.11
4448.0,illusion,illusion,5.56,1.5
4449.0,sip,sip,5.56,1.29
4450.0,stride,stride,5.56,1.37
4451.0,summary,summary,5.56,1.22
4452.0,acted,acted,5.56,1.05
4453.0,aide,aide,5.56,1.42
4454.0,alot,alot,5.56,1.4
4455.0,analyst,analyst,5.56,1.05
4456.0,announces,announces,5.56,0.97
4457.0,aspects,aspects,5.56,1.4
4458.0,associates,associates,5.56,1.63
4459.0,attempt,attempt,5.56,1.3
4460.0,basically,basically,5.56,1.01
4461.0,blowin,blowin,5.56,1.31
4462.0,bong,bong,5.56,2.06
4463.0,brush,brush,5.56,1.7
4464.0,camps,camps,5.56,1.68
4465.0,cap,cap,5.0,0.0
4466.0,change,change,5.56,1.34
4467.0,characterized,characterized,5.56,1.18
4468.0,christopher,christopher,5.56,0.88
4469.0,civil,civil,5.56,1.15
4470.0,clients,clients,5.56,1.2
4471.0,columnist,columnist,5.56,1.01
4472.0,connecticut,connecticut,5.56,1.72
4473.0,consider,consider,5.56,1.21
4474.0,consumers,consumers,5.56,1.57
4475.0,contents,contents,5.56,0.95
4476.0,dial,dial,5.56,1.33
4477.0,directly,directly,5.56,1.03
4478.0,discussed,discussed,5.56,1.46
4479.0,electron,electron,5.56,1.15
4480.0,elle,elle,5.56,1.03
4481.0,era,era,5.56,1.03
4482.0,evaluate,evaluate,5.56,1.28
4483.0,explanation,explanation,5.56,0.99
4484.0,extends,extends,5.56,1.01
4485.0,fairfield,fairfield,5.56,0.97
4486.0,format,format,5.56,1.33
4487.0,forming,forming,5.56,0.99
4488.0,golf,golf,5.56,2.03
4489.0,hampshire,hampshire,5.56,0.95
4490.0,his,his,5.56,0.99
4491.0,inbox,inbox,5.56,1.46
4492.0,indication,indication,5.56,1.07
4493.0,ink,ink,5.56,1.28
4494.0,innings,innings,5.56,1.46
4495.0,jay-z,jay-z,5.56,1.51
4496.0,jumped,jumped,5.56,1.34
4497.0,kelly,kelly,5.56,1.16
4498.0,lauren,lauren,5.56,1.33
4499.0,leather,leather,5.56,1.49
4500.0,license,license,5.56,1.34
4501.0,makes,makes,5.56,1.25
4502.0,manchester,manchester,5.56,1.33
4503.0,marathon,marathon,5.56,1.23
4504.0,matches,matches,5.56,1.21
4505.0,measured,measured,5.56,1.33
4506.0,method,method,5.56,0.91
4507.0,mounted,mounted,5.56,1.33
4508.0,nickel,nickel,5.56,1.54
4509.0,on,on,5.56,1.07
4510.0,opera,opera,5.56,1.76
4511.0,organizations,organizations,5.56,1.13
4512.0,pan,pan,5.56,0.84
4513.0,passage,passage,5.56,1.15
4514.0,password,password,5.56,1.15
4515.0,place,place,5.56,1.2
4516.0,playa,playa,5.56,1.79
4517.0,presidency,presidency,5.56,1.79
4518.0,product,product,5.56,1.11
4519.0,promo,promo,5.56,1.42
4520.0,quarter,quarter,5.56,1.21
4521.0,range,range,5.56,1.01
4522.0,ranked,ranked,5.56,1.7
4523.0,recent,recent,5.0,0.0
4524.0,red,red,5.56,1.62
4525.0,regarding,regarding,5.56,1.13
4526.0,remained,remained,5.56,1.03
4527.0,rolls,rolls,5.56,1.31
4528.0,solo,solo,5.56,1.37
4529.0,stay,stay,5.56,1.16
4530.0,steppin,steppin,5.56,1.34
4531.0,stepping,stepping,5.56,0.99
4532.0,studying,studying,5.56,2.0
4533.0,substance,substance,5.56,1.11
4534.0,systematic,systematic,5.56,1.51
4535.0,titles,titles,5.56,1.26
4536.0,tons,tons,5.56,1.3
4537.0,treated,treated,5.56,1.64
4538.0,turkish,turkish,5.56,1.21
4539.0,type,type,5.56,0.93
4540.0,varied,varied,5.56,1.3
4541.0,verbal,verbal,5.56,1.05
4542.0,vida,vida,5.56,1.28
4543.0,vodka,vodka,5.56,2.26
4544.0,voices,voices,5.56,1.5
4545.0,voltage,voltage,5.56,1.28
4546.0,winding,winding,5.56,1.33
4547.0,wisconsin,wisconsin,5.56,1.42
4548.0,woke,woke,5.56,1.42
4549.0,word,word,5.56,1.15
4550.0,worker,worker,5.56,1.63
4551.0,working,working,5.56,1.76
4552.0,yonkers,yonkers,5.56,1.26
4553.0,input,input,5.55,1.33
4554.0,analyses,analyses,5.55,1.24
4555.0,array,array,5.55,1.16
4556.0,calculations,calculations,5.55,1.6
4557.0,dixie,dixie,5.55,1.29
4558.0,floss,floss,5.55,1.54
4559.0,molecular,molecular,5.55,1.39
4560.0,pavement,pavement,5.55,1.17
4561.0,tame,tame,5.55,1.42
4562.0,warriors,warriors,5.55,1.96
4563.0,gospel,gospel,5.55,2.12
4564.0,theological,theological,5.55,1.63
4565.0,depth,depth,5.54,1.41
4566.0,acquisitions,acquisitions,5.54,1.72
4567.0,adam,adam,5.54,1.27
4568.0,apparently,apparently,5.54,1.11
4569.0,attempts,attempts,5.54,1.2
4570.0,attended,attended,5.54,1.11
4571.0,awwww,awwww,5.54,1.81
4572.0,biological,biological,5.54,1.45
4573.0,bobby,bobby,5.54,1.25
4574.0,box,box,5.54,0.89
4575.0,bradley,bradley,5.54,0.99
4576.0,brooklyn,brooklyn,5.54,1.47
4577.0,brunswick,brunswick,5.54,1.33
4578.0,bud,bud,5.54,1.11
4579.0,buena,buena,5.54,1.43
4580.0,cardinal,cardinal,5.54,1.61
4581.0,catherine,catherine,5.54,1.47
4582.0,chapel,chapel,5.54,1.54
4583.0,chest,chest,5.0,0.0
4584.0,circulation,circulation,5.54,1.22
4585.0,criteria,criteria,5.54,1.2
4586.0,cuban,cuban,5.54,1.51
4587.0,dame,dame,5.54,1.37
4588.0,daniel,daniel,5.54,1.07
4589.0,dealing,dealing,5.54,1.16
4590.0,device,device,5.54,0.95
4591.0,direction,direction,5.54,0.81
4592.0,doctors,doctors,5.54,1.66
4593.0,domain,domain,5.54,1.11
4594.0,dubai,dubai,5.54,1.28
4595.0,ear,ear,5.54,1.23
4596.0,electrical,electrical,5.54,1.11
4597.0,emily,emily,5.54,1.13
4598.0,every1,every1,5.54,1.46
4599.0,firmly,firmly,5.54,1.23
4600.0,frame,frame,5.54,1.54
4601.0,gee,gee,5.54,1.25
4602.0,go,go,5.54,1.18
4603.0,gusta,gusta,5.54,1.7
4604.0,hablar,hablar,5.54,1.09
4605.0,handle,handle,5.54,1.05
4606.0,him,him,5.54,1.22
4607.0,holdings,holdings,5.54,1.4
4608.0,journalist,journalist,5.54,1.36
4609.0,lap,lap,5.54,1.28
4610.0,look,look,5.54,1.13
4611.0,machinery,machinery,5.54,1.34
4612.0,materials,materials,5.54,1.07
4613.0,mount,mount,5.54,1.27
4614.0,mysterious,mysterious,5.54,1.67
4615.0,nicholas,nicholas,5.54,0.91
4616.0,notes,notes,5.54,1.15
4617.0,ny,ny,5.54,1.67
4618.0,obviously,obviously,5.54,1.27
4619.0,pamela,pamela,5.54,0.86
4620.0,panel,panel,5.54,1.28
4621.0,particular,particular,5.54,1.13
4622.0,person,person,5.4,0.8
4623.0,posted,posted,5.54,1.13
4624.0,ppl,ppl,5.54,1.33
4625.0,prompted,prompted,5.54,1.03
4626.0,properties,properties,5.54,1.3
4627.0,quarterback,quarterback,5.54,1.82
4628.0,rating,rating,5.54,1.09
4629.0,rearrange,rearrange,5.54,1.25
4630.0,reason,reason,5.54,1.47
4631.0,regions,regions,5.54,1.11
4632.0,reminder,reminder,5.54,1.34
4633.0,rims,rims,5.54,1.31
4634.0,ross,ross,5.54,1.15
4635.0,round,round,5.54,0.95
4636.0,say,say,5.54,0.99
4637.0,signs,signs,5.0,0.0
4638.0,simpson,simpson,5.54,1.31
4639.0,sources,sources,5.54,1.23
4640.0,sponsored,sponsored,5.54,1.91
4641.0,stephen,stephen,5.54,1.18
4642.0,suggesting,suggesting,5.54,1.2
4643.0,suzanne,suzanne,5.54,1.34
4644.0,texas,texas,5.54,1.23
4645.0,thursdays,thursdays,5.54,1.39
4646.0,timeline,timeline,5.54,1.13
4647.0,tools,tools,5.54,1.42
4648.0,trio,trio,5.54,1.27
4649.0,yale,yale,5.54,1.72
4650.0,abstract,abstract,5.53,1.44
4651.0,accordance,accordance,5.53,1.16
4652.0,fellas,fellas,5.53,1.5
4653.0,lean,lean,5.53,1.43
4654.0,outward,outward,5.53,1.44
4655.0,particle,particle,5.53,0.94
4656.0,pipe,pipe,5.53,1.39
4657.0,rely,rely,5.53,1.46
4658.0,sheet,sheet,5.53,1.23
4659.0,sole,sole,5.53,1.29
4660.0,whatcha,whatcha,5.53,1.49
4661.0,arrow,arrow,5.52,1.5
4662.0,blazing,blazing,5.52,2.06
4663.0,wherever,wherever,5.52,1.24
4664.0,aimed,aimed,5.52,1.58
4665.0,alice,alice,5.52,1.18
4666.0,alicia,alicia,5.52,0.95
4667.0,amendment,amendment,5.52,1.4
4668.0,amy,amy,5.52,1.31
4669.0,appointment,appointment,5.52,1.84
4670.0,archive,archive,5.52,1.43
4671.0,article,article,5.52,1.4
4672.0,beth,beth,5.52,1.34
4673.0,beverly,beverly,5.52,1.11
4674.0,beyonce,beyonce,5.52,1.82
4675.0,bottles,bottles,5.52,1.09
4676.0,boxes,boxes,5.52,1.22
4677.0,branch,branch,5.52,1.15
4678.0,carol,carol,5.52,1.36
4679.0,categories,categories,5.52,1.23
4680.0,class,class,5.52,1.78
4681.0,coaches,coaches,5.52,1.61
4682.0,compounds,compounds,5.52,1.37
4683.0,could,could,5.52,1.28
4684.0,cube,cube,5.52,1.3
4685.0,demonstrate,demonstrate,5.52,1.18
4686.0,edition,edition,5.52,1.13
4687.0,employers,employers,5.52,1.37
4688.0,episodes,episodes,5.52,1.13
4689.0,eva,eva,5.52,1.09
4690.0,exceptions,exceptions,5.52,1.55
4691.0,extension,extension,5.52,1.18
4692.0,filled,filled,5.52,1.27
4693.0,findings,findings,5.0,0.0
4694.0,graphic,graphic,5.52,1.25
4695.0,headline,headline,5.52,1.31
4696.0,horizontal,horizontal,5.52,1.16
4697.0,jefferson,jefferson,5.52,1.01
4698.0,jets,jets,5.52,1.36
4699.0,jose,jose,5.52,1.43
4700.0,josh,josh,5.52,1.37
4701.0,journalism,journalism,5.52,1.62
4702.0,monica,monica,5.52,1.43
4703.0,montgomery,montgomery,5.52,1.23
4704.0,nbc,nbc,5.52,1.15
4705.0,north,north,5.52,1.22
4706.0,outer,outer,5.52,1.25
4707.0,papi,papi,5.52,1.39
4708.0,parker,parker,5.52,1.03
4709.0,patrick,patrick,5.52,1.22
4710.0,peas,peas,5.52,1.83
4711.0,plains,plains,5.52,1.43
4712.0,pm,pm,5.52,1.34
4713.0,positions,positions,5.52,1.28
4714.0,posting,posting,5.52,1.09
4715.0,ray,ray,5.52,1.46
4716.0,reaction,reaction,5.52,0.99
4717.0,reference,reference,5.52,1.11
4718.0,reflected,reflected,5.52,1.07
4719.0,remain,remain,5.52,1.15
4720.0,reserves,reserves,5.52,1.28
4721.0,rockefeller,rockefeller,5.52,1.33
4722.0,room,room,5.0,0.0
4723.0,russian,russian,5.52,1.71
4724.0,ryan,ryan,5.52,0.99
4725.0,sara,sara,5.52,1.76
4726.0,she's,she's,5.52,1.2
4727.0,subjective,subjective,5.52,1.36
4728.0,suggest,suggest,5.52,1.23
4729.0,summit,summit,5.52,1.62
4730.0,synagogue,synagogue,5.52,1.52
4731.0,taylor,taylor,5.52,1.23
4732.0,throughout,throughout,5.52,1.27
4733.0,tony,tony,5.52,1.18
4734.0,traded,traded,5.52,1.42
4735.0,trailer,trailer,5.52,1.33
4736.0,twitters,twitters,5.52,1.84
4737.0,u,u,5.52,1.73
4738.0,url,url,5.52,0.97
4739.0,usage,usage,5.52,1.5
4740.0,vet,vet,5.52,1.2
4741.0,vikings,vikings,5.52,1.59
4742.0,whispers,whispers,5.52,1.75
4743.0,beso,beso,5.52,1.45
4744.0,respiratory,respiratory,5.0,0.0
4745.0,fills,fills,5.51,1.2
4746.0,behaviors,behaviors,5.51,1.16
4747.0,breed,breed,5.51,1.54
4748.0,layin,layin,5.51,1.08
4749.0,maze,maze,5.51,1.6
4750.0,measurement,measurement,5.51,1.29
4751.0,occurrence,occurrence,5.51,1.34
4752.0,priests,priests,5.51,2.01
4753.0,receptor,receptor,5.51,1.43
4754.0,slope,slope,5.51,1.26
4755.0,tener,tener,5.51,1.02
4756.0,thong,thong,5.51,1.73
4757.0,account,account,5.5,0.95
4758.0,adds,adds,5.5,0.95
4759.0,anglo,anglo,5.5,1.38
4760.0,application,application,5.5,1.33
4761.0,arm,arm,5.5,1.02
4762.0,atoms,atoms,5.5,1.22
4763.0,austin,austin,5.5,1.07
4764.0,behavior,behavior,5.5,1.27
4765.0,beyond,beyond,5.5,1.43
4766.0,bloggers,bloggers,5.5,1.3
4767.0,bow,bow,5.5,1.43
4768.0,brief,brief,5.5,1.28
4769.0,buffalo,buffalo,5.5,1.59
4770.0,capacity,capacity,5.5,1.42
4771.0,chairwoman,chairwoman,5.5,1.18
4772.0,channel,channel,5.5,0.84
4773.0,charlotte,charlotte,5.5,0.97
4774.0,christine,christine,5.5,1.3
4775.0,clay,clay,5.5,1.33
4776.0,consumer,consumer,5.5,1.05
4777.0,count,count,5.5,1.05
4778.0,crews,crews,5.5,1.42
4779.0,david,david,5.5,1.15
4780.0,democrats,democrats,5.5,1.99
4781.0,doing,doing,5.5,1.2
4782.0,editions,editions,5.5,1.3
4783.0,effects,effects,5.5,1.47
4784.0,equivalent,equivalent,5.5,1.3
4785.0,eyed,eyed,5.5,1.39
4786.0,faculty,faculty,5.5,1.43
4787.0,feels,feels,5.5,1.74
4788.0,fellow,fellow,5.5,1.46
4789.0,figure,figure,5.5,1.15
4790.0,finals,finals,5.5,1.98
4791.0,fm,fm,5.5,1.61
4792.0,footsteps,footsteps,5.5,1.39
4793.0,frequently,frequently,5.5,1.61
4794.0,generation,generation,5.5,1.2
4795.0,genetic,genetic,5.5,1.25
4796.0,glasses,glasses,5.5,1.3
4797.0,halfway,halfway,5.5,1.04
4798.0,handled,handled,5.5,0.93
4799.0,in,in,5.5,1.02
4800.0,insure,insure,5.5,1.43
4801.0,investors,investors,5.5,1.25
4802.0,item,item,5.5,0.93
4803.0,jack,jack,5.5,0.97
4804.0,jane,jane,5.5,0.97
4805.0,jones,jones,5.5,1.02
4806.0,leven,leven,5.5,1.28
4807.0,manifest,manifest,5.5,1.36
4808.0,map,map,5.5,1.43
4809.0,maria,maria,5.5,1.23
4810.0,melissa,melissa,5.5,1.09
4811.0,minute,minute,5.5,0.93
4812.0,normally,normally,5.5,0.97
4813.0,pastor,pastor,5.5,1.84
4814.0,patricia,patricia,5.5,0.99
4815.0,pole,pole,5.5,1.2
4816.0,preface,preface,5.5,1.34
4817.0,prep,prep,5.5,1.36
4818.0,quiet,quiet,5.5,1.81
4819.0,ran,ran,5.5,1.46
4820.0,rated,rated,5.5,1.43
4821.0,repertory,repertory,5.5,1.75
4822.0,retailers,retailers,5.5,1.25
4823.0,retain,retain,5.5,0.95
4824.0,rub,rub,5.5,1.52
4825.0,russia,russia,5.5,1.37
4826.0,settings,settings,5.5,1.25
4827.0,skin,skin,5.0,0.0
4828.0,sms,sms,5.5,1.61
4829.0,specifically,specifically,5.5,1.11
4830.0,steven,steven,5.5,1.09
4831.0,stevie,stevie,5.5,1.18
4832.0,texting,texting,5.5,1.46
4833.0,tie,tie,5.5,1.18
4834.0,transmission,transmission,5.5,1.33
4835.0,unit,unit,5.0,0.0
4836.0,variation,variation,5.5,1.18
4837.0,vol,vol,5.5,1.52
4838.0,wanna,wanna,5.5,1.54
4839.0,we're,we're,5.5,1.02
4840.0,wearing,wearing,5.5,1.18
4841.0,westside,westside,5.5,1.31
4842.0,wild,wild,5.5,1.81
4843.0,womb,womb,5.5,1.39
4844.0,works,works,5.5,1.45
4845.0,yankee,yankee,5.5,1.76
4846.0,responsibilities,responsibilities,5.49,1.72
4847.0,awaits,awaits,5.49,1.4
4848.0,interface,interface,5.49,1.04
4849.0,mics,mics,5.49,1.31
4850.0,modified,modified,5.49,1.08
4851.0,remark,remark,5.49,1.37
4852.0,supervision,supervision,5.49,1.63
4853.0,weave,weave,5.49,1.39
4854.0,flame,flame,5.49,1.73
4855.0,interpreted,interpreted,5.49,1.35
4856.0,11am,11am,5.48,1.11
4857.0,acts,acts,5.48,1.15
4858.0,actual,actual,5.48,1.05
4859.0,adviser,adviser,5.48,1.82
4860.0,advisers,advisers,5.48,1.37
4861.0,ahhh,ahhh,5.48,2.04
4862.0,alabama,alabama,5.48,1.16
4863.0,along,along,5.48,0.81
4864.0,announced,announced,5.48,1.52
4865.0,approached,approached,5.48,1.28
4866.0,attempted,attempted,5.48,1.57
4867.0,ballin,ballin,5.48,1.63
4868.0,beta,beta,5.48,1.15
4869.0,bling,bling,5.48,2.1
4870.0,canon,canon,5.48,1.34
4871.0,cheap,cheap,5.48,1.95
4872.0,church,church,5.48,1.85
4873.0,cincinnati,cincinnati,5.48,1.47
4874.0,column,column,5.48,0.91
4875.0,compound,compound,5.48,1.3
4876.0,concept,concept,5.48,1.4
4877.0,consultant,consultant,5.48,1.18
4878.0,convention,convention,5.48,1.23
4879.0,coupe,coupe,5.48,1.54
4880.0,cumulative,cumulative,5.48,1.07
4881.0,demo,demo,5.48,1.31
4882.0,donald,donald,5.48,1.25
4883.0,elements,elements,5.48,1.53
4884.0,encountered,encountered,5.48,1.33
4885.0,everytime,everytime,5.48,1.47
4886.0,exception,exception,5.48,1.15
4887.0,export,export,5.48,1.37
4888.0,extensive,extensive,5.48,1.27
4889.0,external,external,5.48,1.22
4890.0,fb,fb,5.48,1.22
4891.0,felt,felt,5.48,1.37
4892.0,guild,guild,5.48,0.95
4893.0,habit,habit,5.48,1.61
4894.0,he'll,he'll,5.48,1.16
4895.0,here,here,5.48,1.09
4896.0,highway,highway,5.48,1.27
4897.0,holmes,holmes,5.48,1.23
4898.0,ikea,ikea,5.48,1.66
4899.0,indicate,indicate,5.48,0.95
4900.0,janet,janet,5.48,0.95
4901.0,joan,joan,5.48,1.23
4902.0,jump,jump,5.48,1.74
4903.0,kate,kate,5.48,1.47
4904.0,katherine,katherine,5.48,1.54
4905.0,katie,katie,5.48,1.61
4906.0,katy,katy,5.48,1.2
4907.0,korean,korean,5.48,1.47
4908.0,laurie,laurie,5.48,1.2
4909.0,led,led,5.48,1.13
4910.0,lei,lei,5.48,1.58
4911.0,longest,longest,5.48,1.45
4912.0,luna,luna,5.48,1.74
4913.0,madison,madison,5.48,1.2
4914.0,mark,mark,5.48,1.3
4915.0,may,may,5.0,0.0
4916.0,methods,methods,5.48,0.99
4917.0,mixed,mixed,5.48,0.84
4918.0,motor,motor,5.48,1.18
4919.0,naval,naval,5.48,1.25
4920.0,nicole,nicole,5.48,1.57
4921.0,nose,nose,5.48,1.23
4922.0,oklahoma,oklahoma,5.48,1.43
4923.0,ole,ole,5.48,1.33
4924.0,operates,operates,5.48,1.23
4925.0,palm,palm,5.48,1.33
4926.0,particles,particles,5.48,1.16
4927.0,pepper,pepper,5.48,1.49
4928.0,physics,physics,5.48,1.8
4929.0,picking,picking,5.48,0.95
4930.0,portion,portion,5.48,1.52
4931.0,post,post,5.0,0.0
4932.0,powell,powell,5.48,1.16
4933.0,predicted,predicted,5.48,1.23
4934.0,quoted,quoted,5.48,0.99
4935.0,remote,remote,5.48,1.73
4936.0,requested,requested,5.48,0.84
4937.0,roller,roller,5.48,1.27
4938.0,route,route,5.48,1.22
4939.0,run,run,5.48,1.43
4940.0,sally,sally,5.48,0.91
4941.0,sell,sell,5.48,1.13
4942.0,server,server,5.48,1.31
4943.0,sessions,sessions,5.48,0.93
4944.0,shape,shape,5.48,0.86
4945.0,spread,spread,5.48,1.13
4946.0,square,square,5.48,0.99
4947.0,stephanie,stephanie,5.48,1.36
4948.0,surfaces,surfaces,5.48,1.22
4949.0,surname,surname,5.48,0.99
4950.0,tampa,tampa,5.48,0.97
4951.0,township,township,5.48,1.59
4952.0,trek,trek,5.48,1.47
4953.0,tried,tried,5.48,1.64
4954.0,truck,truck,5.48,1.55
4955.0,tweet,tweet,5.48,1.59
4956.0,user,user,5.48,1.01
4957.0,users,users,5.48,1.15
4958.0,utility,utility,5.48,1.22
4959.0,vamos,vamos,5.48,1.23
4960.0,wells,wells,5.48,0.89
4961.0,ceiling,ceiling,5.47,1.1
4962.0,dwell,dwell,5.47,1.66
4963.0,elaborate,elaborate,5.47,1.66
4964.0,grip,grip,5.47,1.71
4965.0,halls,halls,5.47,1.08
4966.0,loaded,loaded,5.47,1.84
4967.0,metabolism,metabolism,5.47,1.5
4968.0,spinning,spinning,5.47,1.42
4969.0,alex,alex,5.46,0.89
4970.0,appeared,appeared,5.46,0.99
4971.0,arlington,arlington,5.46,1.66
4972.0,blogger,blogger,5.46,1.13
4973.0,bricks,bricks,5.46,1.09
4974.0,cam,cam,5.46,1.18
4975.0,caption,caption,5.46,0.84
4976.0,carries,carries,5.46,1.23
4977.0,carroll,carroll,5.46,1.03
4978.0,cavalry,cavalry,5.46,1.73
4979.0,challenged,challenged,5.46,1.47
4980.0,chi,chi,5.46,1.4
4981.0,chronicle,chronicle,5.46,1.53
4982.0,coalition,coalition,5.46,1.42
4983.0,colonies,colonies,5.46,1.34
4984.0,competitive,competitive,5.46,1.91
4985.0,conducted,conducted,5.46,1.2
4986.0,consisted,consisted,5.46,1.33
4987.0,contract,contract,5.46,1.11
4988.0,developers,developers,5.46,1.72
4989.0,diameter,diameter,5.46,1.17
4990.0,directed,directed,5.46,1.07
4991.0,distributed,distributed,5.46,1.11
4992.0,domestic,domestic,5.46,1.66
